Date;Date et heure de restitution;Gare;Code UIC;Nature d'objets;Type d'objets;Type d'enregistrement
2020-08-28T13:48:32+02:00;2020-09-08T17:57:31+02:00;Brest;87474007;Manteau, veste, blazer, parka, blouson, cape;Vêtements, chaussures;Objet trouvé
2020-08-24T15:19:17+02:00;2020-09-08T14:18:56+02:00;Brest;87474007;Lunettes en étui;Optique;Objet trouvé
2020-09-28T11:45:50+02:00;2020-09-28T17:20:01+02:00;Brest;87474007;Porte-monnaie, portefeuille;Porte-monnaie / portefeuille, argent, titres;Objet trouvé
2020-10-01T13:52:24+02:00;2020-10-01T15:52:23+02:00;Brest;87474007;Sac de voyage, sac de sport, sac à bandoulière;Bagagerie: sacs, valises, cartables;Objet trouvé
2020-10-01T14:05:56+02:00;2020-10-07T15:56:37+02:00;Brest;87474007;Valise, sac sur roulettes;Bagagerie: sacs, valises, cartables;Objet trouvé
2020-09-18T18:21:12+02:00;2020-10-08T14:38:29+02:00;Brest;87474007;Pull over, gilet;Vêtements, chaussures;Objet trouvé
2020-08-04T14:09:44+02:00;2020-08-27T15:33:30+02:00;Brest;87474007;Porte-monnaie, portefeuille;Porte-monnaie / portefeuille, argent, titres;Objet trouvé
2020-08-12T14:06:50+02:00;2020-09-01T15:23:45+02:00;Brest;87474007;Sac de voyage, sac de sport, sac à bandoulière;Bagagerie: sacs, valises, cartables;Objet trouvé
2020-09-01T11:11:52+02:00;2020-09-01T18:22:30+02:00;Brest;87474007;Pièce d'identité personnelle et autre;Pièces d'identités et papiers personnels;Objet trouvé
2020-07-20T10:49:25+02:00;2020-07-28T15:18:01+02:00;Brest;87474007;Sac à dos;Bagagerie: sacs, valises, cartables;Objet trouvé
2020-08-05T18:02:17+02:00;2020-08-07T14:21:49+02:00;Brest;87474007;Lunettes en étui;Optique;Objet trouvé
2020-09-07T14:33:40+02:00;2020-09-16T17:43:54+02:00;Brest;87474007;Accessoires 2 roues;Vélos, trottinettes, accessoires 2 roues;Objet trouvé
2020-10-09T14:06:08+02:00;2020-10-13T15:26:10+02:00;Brest;87474007;Manteau, veste, blazer, parka, blouson, cape;Vêtements, chaussures;Objet trouvé
2020-10-05T11:14:49+02:00;2020-10-16T18:14:09+02:00;Brest;87474007;Sac de voyage, sac de sport, sac à bandoulière;Bagagerie: sacs, valises, cartables;Objet trouvé
2020-10-13T11:29:43+02:00;2020-10-20T13:06:50+02:00;Brest;87474007;Livre numérique;Appareils électroniques, informatiques, appareils photo;Objet trouvé
2020-10-08T14:02:36+02:00;2020-10-20T13:08:42+02:00;Brest;87474007;Manteau, veste, blazer, parka, blouson, cape;Vêtements, chaussures;Objet trouvé
2020-09-28T10:40:32+02:00;2020-10-20T14:09:55+02:00;Brest;87474007;Manteau, veste, blazer, parka, blouson, cape;Vêtements, chaussures;Objet trouvé
2020-10-19T13:43:03+02:00;2020-10-20T14:38:45+02:00;Brest;87474007;Ordinateur, ordinateur portable, notebook;Appareils électroniques, informatiques, appareils photo;Objet trouvé
2020-10-19T17:17:36+02:00;2020-11-02T18:19:32+01:00;Brest;87474007;Téléphone portable protégé (étui, coque,…);Appareils électroniques, informatiques, appareils photo;Objet trouvé
2020-11-02T13:34:14+01:00;2020-11-02T14:27:35+01:00;Brest;87474007;Lunettes en étui;Optique;Objet trouvé
2020-11-03T16:52:46+01:00;2020-11-06T18:44:33+01:00;Brest;87474007;Autres divers;Divers;Objet trouvé
2020-11-05T17:56:00+01:00;2020-11-06T13:43:46+01:00;Brest;87474007;Clés, porte-clés;Clés, porte-clés, badge magnétique;Objet trouvé
2020-11-05T13:01:12+01:00;2020-11-19T18:24:57+01:00;Brest;87474007;Téléphone portable;Appareils électroniques, informatiques, appareils photo;Objet trouvé
2020-07-20T11:49:55+02:00;2020-09-04T15:20:19+02:00;Brest;87474007;Manteau, veste, blazer, parka, blouson, cape;Vêtements, chaussures;Objet trouvé
2020-03-02T15:18:52+01:00;2020-03-12T14:21:59+01:00;Brest;87474007;Sac d'enseigne (plastique, papier, …);Bagagerie: sacs, valises, cartables;Objet trouvé
2020-03-02T14:51:07+01:00;2020-03-12T18:26:43+01:00;Brest;87474007;Sac d'enseigne (plastique, papier, …);Bagagerie: sacs, valises, cartables;Objet trouvé
2020-07-13T17:33:20+02:00;2020-09-14T11:19:44+02:00;Brest;87474007;Manteau, veste, blazer, parka, blouson, cape;Vêtements, chaussures;Objet trouvé
2020-08-06T15:16:44+02:00;2020-09-16T17:42:36+02:00;Brest;87474007;Lunettes en étui;Optique;Objet trouvé
2019-09-23T20:04:50+02:00;2020-05-15T13:08:12+02:00;Brest;87474007;Téléphone portable;Appareils électroniques, informatiques, appareils photo;Objet trouvé
2020-09-15T16:01:32+02:00;2020-09-17T13:47:04+02:00;Brest;87474007;Manteau, veste, blazer, parka, blouson, cape;Vêtements, chaussures;Objet trouvé
2020-03-02T18:00:08+01:00;2020-05-19T11:17:33+02:00;Brest;87474007;Sac à dos;Bagagerie: sacs, valises, cartables;Objet trouvé
2020-05-14T16:44:20+02:00;2020-05-22T16:11:18+02:00;Brest;87474007;Sac d'enseigne (plastique, papier, …);Bagagerie: sacs, valises, cartables;Objet trouvé
2020-03-12T17:47:35+01:00;2020-05-11T14:00:20+02:00;Brest;87474007;Valise, sac sur roulettes;Bagagerie: sacs, valises, cartables;Objet trouvé
2020-05-26T14:14:19+02:00;2020-05-26T14:25:29+02:00;Brest;87474007;Téléphone portable protégé (étui, coque,…);Appareils électroniques, informatiques, appareils photo;Objet trouvé
2020-09-14T13:59:26+02:00;2020-09-21T15:34:02+02:00;Brest;87474007;Porte-monnaie, portefeuille;Porte-monnaie / portefeuille, argent, titres;Objet trouvé
2020-09-10T13:27:25+02:00;2020-09-21T15:37:01+02:00;Brest;87474007;Sac d'enseigne (plastique, papier, …);Bagagerie: sacs, valises, cartables;Objet trouvé
2020-05-25T15:32:45+02:00;2020-06-10T18:43:39+02:00;Brest;87474007;Carte d'identité, passeport, permis de conduire;Pièces d'identités et papiers personnels;Objet trouvé
2020-09-24T16:43:27+02:00;2020-09-24T17:45:01+02:00;Brest;87474007;Porte-monnaie, portefeuille;Porte-monnaie / portefeuille, argent, titres;Objet trouvé
2020-06-04T18:07:02+02:00;2020-06-26T14:37:37+02:00;Brest;87474007;Casque (vélo, moto);Vélos, trottinettes, accessoires 2 roues;Objet trouvé
2020-03-16T14:40:59+01:00;2020-06-30T14:33:53+02:00;Brest;87474007;Lunettes;Optique;Objet trouvé
2019-09-24T19:39:39+02:00;2020-07-04T10:26:14+02:00;Brest;87474007;Téléphone portable;Appareils électroniques, informatiques, appareils photo;Objet trouvé
2020-06-29T09:52:09+02:00;2020-07-17T16:00:42+02:00;Brest;87474007;Valise, sac sur roulettes;Bagagerie: sacs, valises, cartables;Objet trouvé
2020-08-06T14:34:55+02:00;2020-12-08T17:56:00+01:00;Brest;87474007;Manteau, veste, blazer, parka, blouson, cape;Vêtements, chaussures;Objet trouvé
2020-12-09T14:38:15+01:00;2020-12-09T17:38:53+01:00;Brest;87474007;Téléphone portable protégé (étui, coque,…);Appareils électroniques, informatiques, appareils photo;Objet trouvé
2020-06-12T18:25:26+02:00;2020-06-16T13:22:06+02:00;Brest;87474007;Téléphone portable;Appareils électroniques, informatiques, appareils photo;Objet trouvé
2020-12-09T14:30:59+01:00;2020-12-14T15:33:52+01:00;Brest;87474007;Tablette tactile protégée (étui, housse);Appareils électroniques, informatiques, appareils photo;Objet trouvé
2020-07-03T18:40:36+02:00;2020-07-10T18:17:42+02:00;Brest;87474007;Livre numérique;Appareils électroniques, informatiques, appareils photo;Objet trouvé
2020-06-23T10:51:36+02:00;2020-06-24T17:38:57+02:00;Brest;87474007;Sacoche pour ordinateur, photo, vidéo;Bagagerie: sacs, valises, cartables;Objet trouvé
2020-06-23T18:07:23+02:00;2020-06-24T17:40:07+02:00;Brest;87474007;Disque dur externe, clé USB;Appareils électroniques, informatiques, appareils photo;Objet trouvé
2020-11-02T11:19:20+01:00;2020-12-15T11:28:44+01:00;Brest;87474007;Manteau, veste, blazer, parka, blouson, cape;Vêtements, chaussures;Objet trouvé
2020-12-14T11:10:21+01:00;2020-12-15T13:20:51+01:00;Brest;87474007;Sac à dos;Bagagerie: sacs, valises, cartables;Objet trouvé
2020-06-22T11:09:32+02:00;2020-07-15T17:22:33+02:00;Brest;87474007;Lunettes en étui;Optique;Objet trouvé
2020-06-23T14:33:51+02:00;2020-07-15T17:24:35+02:00;Brest;87474007;Porte-monnaie, portefeuille;Porte-monnaie / portefeuille, argent, titres;Objet trouvé
2020-07-16T18:27:28+02:00;2020-07-24T18:39:28+02:00;Brest;87474007;Porte-monnaie, portefeuille;Porte-monnaie / portefeuille, argent, titres;Objet trouvé
2020-06-29T18:45:21+02:00;2020-07-24T18:41:10+02:00;Brest;87474007;Téléphone portable protégé (étui, coque,…);Appareils électroniques, informatiques, appareils photo;Objet trouvé
2020-07-07T18:23:02+02:00;2020-07-24T18:43:17+02:00;Brest;87474007;Carte d'identité, passeport, permis de conduire;Pièces d'identités et papiers personnels;Objet trouvé
2019-09-21T18:54:22+02:00;2020-07-31T10:49:16+02:00;Brest;87474007;Téléphone portable;Appareils électroniques, informatiques, appareils photo;Objet trouvé
2020-07-13T15:52:03+02:00;2020-07-28T15:25:03+02:00;Brest;87474007;Sac de voyage, sac de sport, sac à bandoulière;Bagagerie: sacs, valises, cartables;Objet trouvé
2019-11-28T12:47:20+01:00;2020-08-05T15:35:21+02:00;Brest;87474007;Téléphone portable protégé (étui, coque,…);Appareils électroniques, informatiques, appareils photo;Objet trouvé
2020-06-29T10:42:10+02:00;2020-08-05T16:26:34+02:00;Brest;87474007;Manteau, veste, blazer, parka, blouson, cape;Vêtements, chaussures;Objet trouvé
2020-12-17T14:11:02+01:00;2020-12-17T18:55:16+01:00;Brest;87474007;Autres divers;Divers;Objet trouvé
2020-08-17T10:53:57+02:00;2020-08-24T17:27:00+02:00;Brest;87474007;Sac d'enseigne (plastique, papier, …);Bagagerie: sacs, valises, cartables;Objet trouvé
2020-12-18T13:52:43+01:00;2020-12-18T17:05:12+01:00;Brest;87474007;Agenda, calendrier;Livres, articles de papéterie;Objet trouvé
2020-12-07T10:27:32+01:00;2020-12-18T18:58:12+01:00;Brest;87474007;Clés, porte-clés;Clés, porte-clés, badge magnétique;Objet trouvé
2020-06-24T18:34:44+02:00;2020-06-25T14:31:57+02:00;Brest;87474007;Appareil photo, caméscope/caméras et accessoires protégé (sac, sacoche,…);Appareils électroniques, informatiques, appareils photo;Objet trouvé
2020-11-30T11:04:09+01:00;2020-12-07T14:18:27+01:00;Brest;87474007;Lunettes;Optique;Objet trouvé
2020-08-11T10:18:20+02:00;2020-08-14T18:16:53+02:00;Brest;87474007;Manteau, veste, blazer, parka, blouson, cape;Vêtements, chaussures;Objet trouvé
2020-12-18T17:47:14+01:00;2020-12-21T15:53:55+01:00;Brest;87474007;Ordinateur, ordinateur portable, notebook protégé (étui, housse,…);Appareils électroniques, informatiques, appareils photo;Objet trouvé
2020-12-18T14:18:57+01:00;2020-12-21T13:46:37+01:00;Brest;87474007;Sac à dos;Bagagerie: sacs, valises, cartables;Objet trouvé
2020-06-16T16:07:45+02:00;2020-12-23T15:22:29+01:00;Brest;87474007;Manteau, veste, blazer, parka, blouson, cape;Vêtements, chaussures;Objet trouvé
2020-12-21T11:21:21+01:00;2020-12-23T13:13:16+01:00;Brest;87474007;Foulard, écharpe;Vêtements, chaussures;Objet trouvé
2020-08-17T10:31:57+02:00;2020-08-18T14:03:02+02:00;Brest;87474007;Téléphone portable protégé (étui, coque,…);Appareils électroniques, informatiques, appareils photo;Objet trouvé
2020-08-24T15:16:00+02:00;2020-08-25T15:55:15+02:00;Brest;87474007;Porte-monnaie, portefeuille;Porte-monnaie / portefeuille, argent, titres;Objet trouvé
2020-09-07T14:37:21+02:00;2020-09-08T16:39:29+02:00;Brest;87474007;Lunettes en étui;Optique;Objet trouvé
2020-09-07T16:55:19+02:00;2020-09-08T11:55:59+02:00;Brest;87474007;Sac à dos;Bagagerie: sacs, valises, cartables;Objet trouvé
2020-08-14T13:29:22+02:00;2020-09-09T14:52:57+02:00;Brest;87474007;Manteau, veste, blazer, parka, blouson, cape;Vêtements, chaussures;Objet trouvé
2020-09-14T14:37:51+02:00;2020-09-15T18:42:35+02:00;Brest;87474007;Manteau, veste, blazer, parka, blouson, cape;Vêtements, chaussures;Objet trouvé
2020-08-31T10:33:52+02:00;2020-09-14T11:16:22+02:00;Brest;87474007;Téléphone portable protégé (étui, coque,…);Appareils électroniques, informatiques, appareils photo;Objet trouvé
2020-08-03T13:24:47+02:00;2020-08-05T17:09:40+02:00;Brest;87474007;Sac à dos;Bagagerie: sacs, valises, cartables;Objet trouvé
2020-09-03T16:53:32+02:00;2020-09-14T11:17:13+02:00;Brest;87474007;Porte-monnaie, portefeuille;Porte-monnaie / portefeuille, argent, titres;Objet trouvé
2020-03-04T18:35:57+01:00;2020-08-05T18:50:23+02:00;Brest;87474007;Téléphone portable;Appareils électroniques, informatiques, appareils photo;Objet trouvé
2020-08-31T10:58:41+02:00;2020-09-14T12:01:33+02:00;Brest;87474007;Téléphone portable;Appareils électroniques, informatiques, appareils photo;Objet trouvé
2020-08-10T10:57:35+02:00;2020-08-10T16:02:50+02:00;Brest;87474007;Tablette tactile protégée (étui, housse);Appareils électroniques, informatiques, appareils photo;Objet trouvé
2020-07-27T15:44:55+02:00;2020-08-10T16:50:00+02:00;Brest;87474007;Support de données (CD, DVD, etc.);Appareils électroniques, informatiques, appareils photo;Objet trouvé
2020-07-24T17:42:42+02:00;2020-08-10T16:50:20+02:00;Brest;87474007;Lunettes;Optique;Objet trouvé
2020-09-08T10:51:01+02:00;2020-09-16T17:43:19+02:00;Brest;87474007;Sacoche pour ordinateur, photo, vidéo;Bagagerie: sacs, valises, cartables;Objet trouvé
2020-07-16T17:40:55+02:00;2020-08-11T15:45:26+02:00;Brest;87474007;Pièce d'identité personnelle et autre;Pièces d'identités et papiers personnels;Objet trouvé
2020-09-07T11:53:30+02:00;2020-09-21T15:40:32+02:00;Brest;87474007;Sac à main;Bagagerie: sacs, valises, cartables;Objet trouvé
2020-09-17T16:19:02+02:00;2020-09-30T16:47:58+02:00;Brest;87474007;Manteau, veste, blazer, parka, blouson, cape;Vêtements, chaussures;Objet trouvé
2020-09-30T13:28:17+02:00;2020-09-30T18:52:00+02:00;Brest;87474007;Sac à main;Bagagerie: sacs, valises, cartables;Objet trouvé
2020-10-05T10:42:32+02:00;2020-10-06T15:32:05+02:00;Brest;87474007;Porte-monnaie, portefeuille;Porte-monnaie / portefeuille, argent, titres;Objet trouvé
2020-10-01T13:58:36+02:00;2020-10-07T15:57:16+02:00;Brest;87474007;Valise, sac sur roulettes;Bagagerie: sacs, valises, cartables;Objet trouvé
2020-10-06T10:57:51+02:00;2020-10-13T12:53:29+02:00;Brest;87474007;Sac à dos;Bagagerie: sacs, valises, cartables;Objet trouvé
2020-10-08T16:29:22+02:00;2020-10-20T13:07:08+02:00;Brest;87474007;Valise, sac sur roulettes;Bagagerie: sacs, valises, cartables;Objet trouvé
2020-09-28T11:35:49+02:00;2020-10-20T13:09:07+02:00;Brest;87474007;Manteau, veste, blazer, parka, blouson, cape;Vêtements, chaussures;Objet trouvé
2020-09-30T13:22:35+02:00;2020-10-20T13:09:52+02:00;Brest;87474007;Article de papéterie, stylo, classeur;Livres, articles de papéterie;Objet trouvé
2020-10-14T14:35:41+02:00;2020-10-20T14:12:20+02:00;Brest;87474007;Porte-monnaie, portefeuille;Porte-monnaie / portefeuille, argent, titres;Objet trouvé
2020-10-19T13:22:06+02:00;2020-10-23T15:00:54+02:00;Brest;87474007;Lunettes;Optique;Objet trouvé
2020-10-30T13:55:01+01:00;2020-11-02T17:03:36+01:00;Brest;87474007;Autres divers;Divers;Objet trouvé
2020-10-21T15:07:05+02:00;2020-11-02T18:18:28+01:00;Brest;87474007;Sac de voyage, sac de sport, sac à bandoulière;Bagagerie: sacs, valises, cartables;Objet trouvé
2020-10-09T14:02:50+02:00;2020-11-02T18:26:15+01:00;Brest;87474007;Sac de voyage, sac de sport, sac à bandoulière;Bagagerie: sacs, valises, cartables;Objet trouvé
2020-10-26T18:23:32+01:00;2020-11-02T18:26:53+01:00;Brest;87474007;Sac de voyage, sac de sport, sac à bandoulière;Bagagerie: sacs, valises, cartables;Objet trouvé
2020-10-28T15:06:53+01:00;2020-11-02T18:29:14+01:00;Brest;87474007;Porte-monnaie, portefeuille;Porte-monnaie / portefeuille, argent, titres;Objet trouvé
2020-10-22T13:43:33+02:00;2020-11-02T18:31:00+01:00;Brest;87474007;Porte-monnaie, portefeuille;Porte-monnaie / portefeuille, argent, titres;Objet trouvé
2020-10-26T17:37:03+01:00;2020-11-02T18:33:28+01:00;Brest;87474007;Manteau, veste, blazer, parka, blouson, cape;Vêtements, chaussures;Objet trouvé
2020-10-29T14:44:28+01:00;2020-11-02T18:37:11+01:00;Brest;87474007;Téléphone portable protégé (étui, coque,…);Appareils électroniques, informatiques, appareils photo;Objet trouvé
2020-10-23T18:51:59+02:00;2020-11-04T16:20:17+01:00;Brest;87474007;Sac d'enseigne (plastique, papier, …);Bagagerie: sacs, valises, cartables;Objet trouvé
2020-10-27T14:24:29+01:00;2020-11-04T16:20:58+01:00;Brest;87474007;Valise, sac sur roulettes;Bagagerie: sacs, valises, cartables;Objet trouvé
2020-11-02T11:12:43+01:00;2020-11-06T18:45:22+01:00;Brest;87474007;Sac à dos;Bagagerie: sacs, valises, cartables;Objet trouvé
2020-11-09T10:50:14+01:00;2020-11-09T14:47:27+01:00;Brest;87474007;Attaché-case, serviette;Bagagerie: sacs, valises, cartables;Objet trouvé
2020-06-26T14:15:58+02:00;2020-11-12T15:10:12+01:00;Brest;87474007;Téléphone portable protégé (étui, coque,…);Appareils électroniques, informatiques, appareils photo;Objet trouvé
2020-10-08T14:32:42+02:00;2020-12-24T15:15:13+01:00;Brest;87474007;Manteau, veste, blazer, parka, blouson, cape;Vêtements, chaussures;Objet trouvé
2020-12-14T11:31:53+01:00;2020-12-24T12:52:52+01:00;Brest;87474007;Diplôme, papiers personnels;Pièces d'identités et papiers personnels;Objet trouvé
2020-12-21T11:05:37+01:00;2020-12-24T13:48:45+01:00;Brest;87474007;Casque (vélo, moto);Vélos, trottinettes, accessoires 2 roues;Objet trouvé
2020-12-23T16:59:19+01:00;2020-12-28T15:16:48+01:00;Brest;87474007;Sac à dos;Bagagerie: sacs, valises, cartables;Objet trouvé
2020-12-24T16:22:12+01:00;2020-12-28T11:02:53+01:00;Brest;87474007;Sac d'enseigne (plastique, papier, …);Bagagerie: sacs, valises, cartables;Objet trouvé
2020-12-23T14:17:57+01:00;2020-12-29T18:57:13+01:00;Brest;87474007;Foulard, écharpe;Vêtements, chaussures;Objet trouvé
2020-10-29T14:29:56+01:00;2020-11-19T18:23:33+01:00;Brest;87474007;Téléphone portable protégé (étui, coque,…);Appareils électroniques, informatiques, appareils photo;Objet trouvé
2020-10-28T15:24:41+01:00;2020-11-19T18:24:34+01:00;Brest;87474007;Tablette tactile protégée (étui, housse);Appareils électroniques, informatiques, appareils photo;Objet trouvé
2020-11-20T16:54:45+01:00;2020-11-24T15:51:01+01:00;Brest;87474007;Sac de voyage, sac de sport, sac à bandoulière;Bagagerie: sacs, valises, cartables;Objet trouvé
2020-10-05T11:51:49+02:00;2020-12-04T15:41:58+01:00;Brest;87474007;Sac de voyage, sac de sport, sac à bandoulière;Bagagerie: sacs, valises, cartables;Objet trouvé
2020-12-02T14:45:34+01:00;2020-12-04T15:53:59+01:00;Brest;87474007;Autres divers;Divers;Objet trouvé
2020-05-18T14:26:47+02:00;2020-12-08T17:19:48+01:00;Brest;87474007;Tablette tactile protégée (étui, housse);Appareils électroniques, informatiques, appareils photo;Objet trouvé
2020-12-16T14:27:51+01:00;2020-12-16T15:43:25+01:00;Brest;87474007;Autres divers;Divers;Objet trouvé
2020-08-13T15:42:59+02:00;2020-12-21T15:55:37+01:00;Brest;87474007;Livre numérique;Appareils électroniques, informatiques, appareils photo;Objet trouvé
2020-12-22T14:32:33+01:00;2020-12-23T13:05:39+01:00;Brest;87474007;Valise, sac sur roulettes;Bagagerie: sacs, valises, cartables;Objet trouvé
2020-12-24T14:47:32+01:00;2020-12-24T16:41:17+01:00;Brest;87474007;Sac à dos;Bagagerie: sacs, valises, cartables;Objet trouvé
2020-07-13T16:10:47+02:00;2020-08-13T15:49:34+02:00;Brest;87474007;Bracelet;Bijoux, montres;Objet trouvé
2020-08-13T16:16:18+02:00;2020-08-17T14:42:06+02:00;Brest;87474007;Lunettes en étui;Optique;Objet trouvé
2020-08-18T11:10:51+02:00;2020-09-01T15:23:23+02:00;Brest;87474007;Parapluie-canne, parapluie à bandoulière;Parapluies;Objet trouvé
2020-08-27T13:54:32+02:00;2020-09-01T15:24:47+02:00;Brest;87474007;Ordinateur, ordinateur portable, notebook protégé (étui, housse,…);Appareils électroniques, informatiques, appareils photo;Objet trouvé
2020-08-25T10:36:26+02:00;2020-09-04T15:19:38+02:00;Brest;87474007;Ordinateur, ordinateur portable, notebook;Appareils électroniques, informatiques, appareils photo;Objet trouvé
2020-08-31T10:44:07+02:00;2020-09-10T14:59:53+02:00;Brest;87474007;Autres vêtements;Vêtements, chaussures;Objet trouvé
2020-09-10T13:18:48+02:00;2020-09-11T15:50:01+02:00;Brest;87474007;Casque (vélo, moto);Vélos, trottinettes, accessoires 2 roues;Objet trouvé
2020-09-28T11:03:35+02:00;2020-09-30T13:37:43+02:00;Brest;87474007;Sacs de couchage, duvet;Articles de sport, loisirs, camping;Objet trouvé
2020-09-29T11:32:54+02:00;2020-10-02T17:06:15+02:00;Brest;87474007;Ordinateur, ordinateur portable, notebook protégé (étui, housse,…);Appareils électroniques, informatiques, appareils photo;Objet trouvé
2020-09-28T11:16:23+02:00;2020-10-07T15:56:09+02:00;Brest;87474007;Ordinateur, ordinateur portable, notebook;Appareils électroniques, informatiques, appareils photo;Objet trouvé
2020-10-12T11:37:35+02:00;2020-10-12T14:41:39+02:00;Brest;87474007;Sac à dos;Bagagerie: sacs, valises, cartables;Objet trouvé
2020-10-05T11:33:16+02:00;2020-10-08T16:05:04+02:00;Brest;87474007;Sac à dos;Bagagerie: sacs, valises, cartables;Objet trouvé
2020-10-14T15:01:59+02:00;2020-10-20T13:06:16+02:00;Brest;87474007;Carte de crédit;Porte-monnaie / portefeuille, argent, titres;Objet trouvé
2020-09-24T17:14:27+02:00;2020-10-02T17:07:12+02:00;Brest;87474007;Valise, sac sur roulettes;Bagagerie: sacs, valises, cartables;Objet trouvé
2020-10-19T13:29:10+02:00;2020-10-21T15:58:36+02:00;Brest;87474007;Sacoche ventrale, banane;Bagagerie: sacs, valises, cartables;Objet trouvé
2020-10-02T13:52:59+02:00;2020-10-05T12:24:43+02:00;Brest;87474007;Sac de voyage, sac de sport, sac à bandoulière;Bagagerie: sacs, valises, cartables;Objet trouvé
2020-10-12T11:58:55+02:00;2020-10-13T10:15:12+02:00;Brest;87474007;Tablette tactile protégée (étui, housse);Appareils électroniques, informatiques, appareils photo;Objet trouvé
2020-10-06T10:39:43+02:00;2020-10-13T17:42:17+02:00;Brest;87474007;Téléphone portable;Appareils électroniques, informatiques, appareils photo;Objet trouvé
2020-09-21T15:44:04+02:00;2020-10-15T14:26:13+02:00;Brest;87474007;Sac de voyage, sac de sport, sac à bandoulière;Bagagerie: sacs, valises, cartables;Objet trouvé
2020-10-19T13:11:46+02:00;2020-11-02T18:20:26+01:00;Brest;87474007;AirPod, casque audio, écouteurs;Appareils électroniques, informatiques, appareils photo;Objet trouvé
2020-10-27T13:46:23+01:00;2020-11-02T18:30:13+01:00;Brest;87474007;Carte de crédit;Porte-monnaie / portefeuille, argent, titres;Objet trouvé
2020-10-26T13:49:32+01:00;2020-11-02T18:32:59+01:00;Brest;87474007;Lunettes en étui;Optique;Objet trouvé
2020-10-14T14:46:06+02:00;2020-12-10T16:46:53+01:00;Brest;87474007;Lunettes en étui;Optique;Objet trouvé
2020-10-15T14:45:08+02:00;2020-10-16T16:14:33+02:00;Brest;87474007;Sacoche ventrale, banane;Bagagerie: sacs, valises, cartables;Objet trouvé
2020-08-25T10:55:01+02:00;2020-08-28T16:46:23+02:00;Brest;87474007;Sac à dos;Bagagerie: sacs, valises, cartables;Objet trouvé
2020-08-24T15:24:33+02:00;2020-08-28T17:27:14+02:00;Brest;87474007;Raquette de tennis, de badminton;Articles de sport, loisirs, camping;Objet trouvé
2020-10-15T15:26:39+02:00;2020-10-20T14:08:32+02:00;Brest;87474007;Valise, sac sur roulettes;Bagagerie: sacs, valises, cartables;Objet trouvé
2020-07-08T18:27:06+02:00;2020-09-01T15:25:09+02:00;Brest;87474007;Article de papéterie, stylo, classeur;Livres, articles de papéterie;Objet trouvé
2020-11-30T10:56:40+01:00;2020-12-18T17:18:50+01:00;Brest;87474007;Manteau, veste, blazer, parka, blouson, cape;Vêtements, chaussures;Objet trouvé
2020-12-01T15:28:14+01:00;2020-12-23T16:43:24+01:00;Brest;87474007;Sac de voyage, sac de sport, sac à bandoulière;Bagagerie: sacs, valises, cartables;Objet trouvé
2020-10-19T14:16:21+02:00;2020-11-02T18:16:46+01:00;Brest;87474007;Sac à dos;Bagagerie: sacs, valises, cartables;Objet trouvé
2020-10-19T11:31:21+02:00;2020-11-02T18:21:08+01:00;Brest;87474007;Téléphone portable;Appareils électroniques, informatiques, appareils photo;Objet trouvé
2020-10-26T15:49:31+01:00;2020-11-02T18:24:52+01:00;Brest;87474007;Doudou, peluche;Articles d'enfants, de puériculture;Objet trouvé
2020-10-27T13:38:57+01:00;2020-11-02T18:31:56+01:00;Brest;87474007;Lunettes en étui;Optique;Objet trouvé
2020-11-02T11:09:32+01:00;2020-11-02T14:26:56+01:00;Brest;87474007;Téléphone portable protégé (étui, coque,…);Appareils électroniques, informatiques, appareils photo;Objet trouvé
2020-11-05T15:00:18+01:00;2020-11-09T15:11:52+01:00;Brest;87474007;Sac à dos;Bagagerie: sacs, valises, cartables;Objet trouvé
2020-11-02T13:22:44+01:00;2020-11-09T16:35:50+01:00;Brest;87474007;Manteau, veste, blazer, parka, blouson, cape;Vêtements, chaussures;Objet trouvé
2019-04-26T13:42:25+02:00;2020-11-10T16:31:36+01:00;Brest;87474007;Appareil audio portable (lecteur de CD, baladeur MP3, iPod, ... );Appareils électroniques, informatiques, appareils photo;Objet trouvé
2020-11-10T10:25:22+01:00;2020-11-12T14:34:36+01:00;Brest;87474007;Manteau, veste, blazer, parka, blouson, cape;Vêtements, chaussures;Objet trouvé
2020-09-28T11:57:16+02:00;2020-11-19T18:25:14+01:00;Brest;87474007;Valise, sac sur roulettes;Bagagerie: sacs, valises, cartables;Objet trouvé
2020-05-18T15:18:09+02:00;2020-12-01T11:34:35+01:00;Brest;87474007;Tablette tactile protégée (étui, housse);Appareils électroniques, informatiques, appareils photo;Objet trouvé
2020-12-02T15:11:01+01:00;2020-12-03T18:27:55+01:00;Brest;87474007;Porte-monnaie, portefeuille;Porte-monnaie / portefeuille, argent, titres;Objet trouvé
2020-12-22T15:52:48+01:00;2020-12-28T17:15:19+01:00;Brest;87474007;Foulard, écharpe;Vêtements, chaussures;Objet trouvé
2020-02-24T11:38:59+01:00;2020-12-08T16:19:22+01:00;Brest;87474007;Manteau, veste, blazer, parka, blouson, cape;Vêtements, chaussures;Objet trouvé
2020-05-15T18:28:30+02:00;2020-06-02T11:37:44+02:00;Brest;87474007;Valise, sac sur roulettes;Bagagerie: sacs, valises, cartables;Objet trouvé
